Scene no.,evaporation_and_natural_disperson,persistence,oil_amount_to_recover,E_ss,E_sl,E_sw,E_sb,E_ssC,E_slC,E_swC,E_sbC,E_ssI,E_slI,E_swI,E_sbI,water_temp,wind,air_temp,ice,oil_density,oil_viscosity,retaining_capacity,shoreline_length,distance_to_inhabitation,seawater,seasurface,residue_recovery,soot_pollution,displacement,sufficient_mixing_energy,MCR options,CDU options,ISB options
Scene 2792,0.539325843,0,0.767398408,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.196078431,0.370786517,0.647058824,0.535353535,0.326530612,0.894736842,0,0.330552406,0.505112474,0,0,1,0,0,0,-2,-10,10
Scene 2793,0.011235955,0,0.231812181,0.5,0.5,1,1,0.5,1,1,0,0.5,1,1,0.5,0.509803922,0.393258427,0.078431373,0.101010101,0.979591837,0.947368421,0,0.007412512,0.537832311,0,0,0,0,1,1,-2,-10,10
Scene 2794,0.370786517,0,0.182004202,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.509803922,0.842696629,0.117647059,0.818181818,0.102040816,0.368421053,0,0.16360473,0.717791411,0,0,0,1,0,1,10,10,8
Scene 2795,0.696629213,0,0.773201723,0.5,1,0.5,0,0.5,0.5,0.5,1,0.5,0,0.5,1,0.882352941,0.494382022,0.078431373,0.070707071,0.326530612,0.263157895,0,0.887733319,0.433537832,0,0,0,0,1,1,-2,10,10
Scene 2796,0.696629213,0,0.23919267,0.5,0.5,0.5,0.5,1,1,0.5,0.5,0,0.5,0.5,0.5,0.745098039,0.123595506,0.37254902,0.545454545,0.224489796,0.578947368,0,0.597042689,0.321063395,0,0,1,1,1,0,8,-10,10
Scene 2797,0.224719101,1,0.459039394,0.5,0.5,0.5,0.5,0.5,1,1,0,0.5,0,0,0,0.862745098,0.08988764,0.960784314,0.848484848,0.591836735,1,1,0.939999958,0.190184049,0,0,0,1,1,1,8,-10,10
Scene 2798,0.662921348,1,0.820234593,0.5,0.5,0,0.5,0.5,0,0.5,0,0.5,0.5,0,1,0.058823529,0.662921348,0.588235294,0.313131313,0.448979592,0.526315789,1,0.773675043,0.08997955,0,0,1,1,1,1,-2,-10,10
Scene 2799,0.134831461,1,0.286835119,0.5,0.5,0,0.5,0,0.5,0,1,0,1,1,0,0.745098039,0.629213483,0.411764706,0.858585859,0.06122449,0.157894737,1,0.382312706,0.425357873,0,0,1,1,0,1,-2,-2,8
Scene 2800,0.471910112,0,0.325626643,0,0.5,0.5,1,0.5,0.5,0.5,0,1,0.5,0.5,1,0,0.213483146,0.156862745,0.262626263,0.673469388,0.789473684,0,0.257802154,0.599182004,0,0,1,1,1,0,10,-10,10
Scene 2801,1,0,0.637754042,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.019607843,0.696629213,0.078431373,0.737373737,0.612244898,0.210526316,0,0.952765818,0.341513292,0,0,0,1,0,1,10,10,8
Scene 2802,0.730337079,1,0.279714541,1,0.5,0.5,0.5,0,0.5,0,0,0,0.5,1,1,0.196078431,0.752808989,0.921568627,0.939393939,0.469387755,0.315789474,1,0.603502568,0.891615542,0,0,0,1,1,1,-2,-10,-2
Scene 2803,0.460674157,0,0.512737096,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0,1,0.5,0.745098039,0.97752809,0.235294118,0.414141414,0.87755102,0.842105263,0,0.294412073,0.374233129,0,0,1,0,0,1,2,10,10
Scene 2804,0.146067416,0,0.004118353,0.5,0,1,0.5,1,0,1,0.5,1,0.5,0.5,0.5,0.352941176,0.483146067,0.37254902,0.545454545,0.204081633,0.947368421,0,0.050182568,0.392638037,0,0,0,1,1,0,-2,-10,10
Scene 2805,1,1,0.466257828,1,0.5,0,0,1,0.5,0,0.5,0.5,0.5,0,1,0.843137255,0.820224719,0.588235294,0.626262626,0.979591837,0.315789474,1,0.28498715,0.36196319,0,0,0,0,1,0,-2,-10,10
Scene 2806,0.202247191,1,0.481351773,0,0,0.5,0,0,0.5,1,0,0,1,1,0,0.117647059,0.08988764,0.784313725,0.454545455,0.204081633,0.263157895,1,0.629668176,0.118609407,0,0,0,1,1,1,10,-10,10
Scene 2807,0.842696629,0,0.80629394,1,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0.5,0.5,0.5,0.196078431,0.831460674,0.549019608,1,0.408163265,0.210526316,0,0.411581919,0.055214724,0,0,1,1,1,0,-2,-10,10
Scene 2808,0.471910112,1,0.829151948,0.5,1,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.117647059,0.325842697,0.509803922,0.96969697,0.510204082,0.052631579,1,0.504188947,0.82208589,0,1,0,1,1,1,10,10,10
Scene 2809,0.325842697,0,0.595136807,1,0.5,1,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.843137255,0.426966292,0.68627451,0.939393939,0.306122449,1,0,0.274814808,0.198364008,0,0,1,1,0,1,-2,10,8
Scene 2810,0.943820225,0,0.534273476,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.666666667,0.786516854,0.176470588,0.898989899,0.612244898,0.631578947,0,0.530391954,0.171779141,0,0,1,0,1,1,2,10,10
Scene 2811,0.764044944,0,0.95733536,0.5,0,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.843137255,0.168539326,0.68627451,0.424242424,0.836734694,0.315789474,0,0.479129246,0.349693252,0,0,1,1,1,1,10,10,10
Scene 2812,0.06741573,1,0.053377082,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.215686275,0.337078652,0.588235294,0.111111111,0.244897959,0.578947368,1,0.66236213,0.623721881,0,0,0,0,0,1,10,10,10
Scene 2813,0.516853933,1,0.095837989,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.490196078,0.674157303,0.431372549,0.373737374,0.510204082,0.263157895,1,0.671432268,0.762781186,0,0,1,1,0,0,-2,-10,8
Scene 2814,0.213483146,1,0.459144752,0.5,0.5,0,0.5,0.5,0.5,0,0,0.5,0.5,0,1,0.215686275,0.685393258,0.784313725,0.191919192,0.387755102,0.105263158,1,0.627303921,0.239263804,0,0,1,0,1,0,10,-10,10
Scene 2815,0.662921348,0,0.079174812,0.5,0,0.5,0,0,0.5,1,0.5,0,1,0.5,0,0.843137255,0.370786517,0.333333333,0.090909091,0,0.578947368,0,0.629408553,0.709611452,1,0,1,1,0,0,-2,-10,8
Scene 2816,0.483146067,0,0.131459327,0.5,0.5,0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,1,0.803921569,0.224719101,0.392156863,0.525252525,0.857142857,0.157894737,0,0.75303189,0.893660532,0,0,1,1,1,0,10,-10,10
Scene 2817,0.224719101,1,0.30218907,0.5,0.5,1,0.5,0.5,0.5,1,1,0.5,0.5,0,1,0.37254902,0.898876404,0.039215686,0.797979798,0.979591837,1,1,0.7564496,0.233128834,0,0,1,0,0,0,10,-10,10
Scene 2818,0.404494382,0,0.451933633,1,0.5,0.5,0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0.235294118,0.966292135,0.37254902,0.424242424,0.673469388,0.842105263,0,0.699365708,0.766871166,0,0,0,0,0,0,10,-10,10
Scene 2819,0.561797753,0,0.428382665,0,0.5,0.5,0.5,1,0.5,0.5,0.5,0,0.5,0.5,0.5,0.941176471,0.730337079,0.490196078,0.949494949,0.326530612,0.736842105,0,0.63388731,0.423312883,0,0,1,0,0,0,10,-10,10
Scene 2820,0.134831461,0,0.42008977,0.5,0.5,1,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0.5,0.666666667,0.921348315,0.882352941,0.282828283,0.653061224,0.052631579,0,0.308049875,0.253578732,0,0,1,0,1,1,10,-10,10
Scene 2821,0.808988764,0,0.244707506,0,0.5,0,1,1,0.5,0,1,0,0.5,1,0.5,0.941176471,0.943820225,0.960784314,0.545454545,0.183673469,0,0,0.393751269,0.153374233,0,0,0,0,0,0,10,-10,-2
Scene 2822,0.573033708,0,0.709303593,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.68627451,0.831460674,0.62745098,0.848484848,0.591836735,0.421052632,0,0.392001834,0.993865031,0,0,0,1,1,0,10,-10,10
Scene 2823,0.168539326,1,0.680684965,0,0.5,0.5,0.5,0,0.5,0.5,0,0,0.5,0.5,0.5,0.509803922,0.415730337,0.980392157,0.95959596,0.428571429,0.526315789,1,0.717892904,0.81390593,0,0,1,0,1,0,10,-10,10
Scene 2824,0.786516854,1,0.302701201,1,1,0.5,0,0.5,0.5,0.5,0,0,0.5,0.5,1,0.37254902,0.393258427,0.137254902,0.262626263,0.673469388,1,1,0.538486447,0.842535787,0,0,1,1,0,0,-2,-10,8
Scene 2825,0.606741573,0,0.318360271,0.5,0.5,0,0.5,1,0.5,1,0.5,0,0.5,0.5,0.5,0.62745098,0.370786517,0.31372549,0,0.755102041,0.052631579,0,0.492592893,0.167689162,0,0,1,0,1,0,-2,-10,10
Scene 2826,0.134831461,1,0.602763678,0,1,0.5,0,1,0.5,1,0.5,0,0.5,0.5,0.5,0.215686275,0.438202247,0.882352941,0.696969697,0.673469388,0.578947368,1,0.986459384,0.010224949,0,0,1,0,0,0,10,-10,10
Scene 2827,0.269662921,0,0.313704753,0.5,0.5,0.5,0.5,0.5,1,0.5,0,0.5,1,0.5,0.5,0,0.258426966,0.098039216,0.050505051,0.408163265,0.736842105,0,0.733953909,0.938650307,0,0,1,1,0,0,10,-10,8
Scene 2828,0.179775281,0,0.988228236,0.5,0,0,0.5,0.5,0,1,0.5,0.5,1,0.5,0.5,0.352941176,1,0.392156863,0.01010101,0.632653061,0.526315789,0,0.0392472,0.683026585,0,0,1,0,0,1,10,10,10
Scene 2829,0.449438202,1,0.525309847,1,0.5,0.5,0,1,0.5,0.5,1,0,0.5,0.5,0,0.392156863,0.08988764,0.352941176,0.828282828,0.857142857,0.473684211,1,0.590566831,0.153374233,0,0,0,0,0,1,10,10,8
Scene 2830,0.91011236,1,0.734134591,0,0,0.5,0,0,0,0.5,1,1,0.5,0.5,1,0.823529412,0.168539326,0.862745098,0.636363636,0.12244898,0.210526316,1,0.579999856,0.253578732,0,0,0,0,1,1,-2,-2,10
Scene 2831,0.404494382,0,0.158202756,0.5,0,0,1,0.5,0.5,0.5,1,0.5,0,1,0,0.215686275,0.93258427,0.078431373,0.585858586,0.857142857,0.157894737,0,0.447388559,0.754601227,0,0,1,0,1,1,10,10,10
Scene 2832,0.438202247,1,0.162453212,0.5,0.5,0.5,0,0.5,0,0.5,0.5,0.5,0,0.5,0.5,0.039215686,0.91011236,1,0.686868687,0.346938776,0.631578947,1,0.550892707,0.619631902,0,0,0,1,1,1,10,10,10
Scene 2833,0.528089888,0,0.356036929,0.5,1,0.5,1,0,0.5,0.5,0,1,0,0.5,0.5,0.745098039,1,0.196078431,0.565656566,1,0.894736842,0,0.458780393,0.668711656,0,0,1,0,1,1,-2,-10,10
Scene 2834,0.808988764,1,0.020117307,0.5,0.5,0.5,1,0.5,0,0.5,1,0.5,1,0.5,1,0.333333333,0.460674157,0.941176471,0.262626263,0.918367347,0,1,0.992752505,0.580777096,0,0,0,0,1,1,8,10,10
Scene 2835,0.887640449,0,0.362237379,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.117647059,0.528089888,0.960784314,0,0.836734694,0.736842105,0,0.985719717,0.566462168,0,0,1,1,1,1,8,10,10
Scene 2836,0.842696629,1,0.498473397,0.5,0,0.5,0,0.5,1,1,1,0.5,0.5,1,1,0.196078431,0.629213483,0.509803922,0.070707071,0.632653061,0.842105263,1,0.593007878,0.049079755,0,0,0,1,1,1,-2,10,10
Scene 2837,0.550561798,0,0.766028183,1,0.5,0.5,0.5,0,0.5,0.5,0.5,1,0.5,0.5,0.5,0.019607843,0.719101124,0.764705882,0.272727273,0.020408163,0.421052632,0,0.230533297,0.024539877,0,0,0,0,1,1,-2,10,10
Scene 2838,0.651685393,0,0.446894167,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.607843137,0.269662921,0.803921569,0.313131313,0.755102041,0.105263158,0,0.734918166,0.224948875,0,0,1,1,0,1,8,10,8
Scene 2839,0.550561798,0,0.708608968,0.5,0.5,0,0.5,0,0.5,1,0.5,1,0.5,0.5,0.5,0.411764706,0.056179775,0.509803922,0.909090909,0.448979592,0.789473684,0,0.108457197,0.17791411,0,0,0,0,0,1,10,-2,10
Scene 2840,0.449438202,1,0.01900117,0.5,1,1,1,0.5,0.5,0,1,0.5,1,0,0,0.960784314,0.02247191,0.882352941,0.373737374,0.469387755,0.210526316,1,0.22709266,0.732106339,0,0,1,1,1,1,10,-10,10
Scene 2841,0.258426966,0,0.230325515,0.5,1,0.5,0.5,0.5,0,0.5,0.5,0.5,1,0.5,0.5,0.235294118,0.820224719,0.568627451,0.848484848,0.959183673,0.473684211,0,0.243444218,0.642126789,0,0,0,0,0,0,10,-10,10
Scene 2842,0.651685393,1,0.449758309,0.5,0,1,1,0.5,1,0.5,0.5,0.5,0.5,0,1,0.725490196,0.606741573,0.901960784,0.151515152,0.265306122,1,1,0.377164492,0.233128834,0,0,0,1,1,0,-2,-10,10
Scene 2843,0.179775281,1,0.173328896,0,0.5,0.5,0.5,0,0.5,0.5,1,0.5,0.5,0.5,0.5,0.37254902,0.112359551,0.490196078,0.232323232,0.224489796,0,1,0.388392455,0.143149284,0,0,0,1,0,1,-2,-2,8
Scene 2844,0.292134831,0,0.190833716,0.5,0.5,0.5,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,0.745098039,0.853932584,0.764705882,0.353535354,0.367346939,0.947368421,0,0.957152222,0.280163599,0,0,1,0,0,1,8,10,10
Scene 2845,0.415730337,1,0.742799977,0.5,1,1,1,0.5,0.5,0,0,0.5,0.5,0.5,1,0.921568627,0.707865169,0.078431373,0.474747475,0.816326531,0.368421053,1,0.612065384,0.81799591,0,0,1,0,0,1,10,-10,10
Scene 2846,0.382022472,1,0.436236797,0.5,1,0.5,1,0.5,0,0.5,0,0.5,1,0,0.5,0.450980392,0.202247191,0.666666667,0.727272727,1,0.789473684,1,0.01292761,0.738241309,0,0,0,1,0,1,-2,-10,8
Scene 2847,0.550561798,1,0.602203545,1,1,0.5,0.5,0.5,1,0.5,0.5,1,0.5,0.5,1,0.882352941,0.707865169,0.745098039,0.474747475,0.489795918,0.473684211,1,0.439548387,0.54396728,0,0,1,0,0,1,-2,10,10
Scene 2848,0.224719101,0,0.634753272,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.352941176,0.269662921,0.745098039,0.898989899,0.530612245,0.736842105,0,0.71658971,0.233128834,0,0,1,0,1,0,10,-10,10
Scene 2849,0.752808989,1,0.064820197,0.5,0.5,0.5,0,0.5,0.5,0,0,0.5,0.5,1,0,0.62745098,0.91011236,0.470588235,0.575757576,0.959183673,0.631578947,1,0.760868889,0.339468303,0,0,0,0,1,0,8,-10,10
Scene 2850,0.348314607,0,0.68432228,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.725490196,0.258426966,0.490196078,0.555555556,0.12244898,0.157894737,0,0.541861949,0.91002045,0,0,0,1,1,0,10,-10,10
Scene 2851,0.494382022,0,0.809655113,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.941176471,0.292134831,0.294117647,0.464646465,0.12244898,0.789473684,0,0.015622388,0.157464213,0,0,0,0,1,0,2,-10,10
Scene 2852,0.471910112,1,0.918429091,0,0,0,1,0,0.5,0.5,0.5,1,0.5,0.5,0.5,0.862745098,0.460674157,0.509803922,0.090909091,0.326530612,0.473684211,1,0.418510057,0.680981595,0,0,1,0,0,1,-2,10,10
Scene 2853,0.561797753,1,0.930966242,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.392156863,0.95505618,0.019607843,0.878787879,0.163265306,0.157894737,1,0.786858133,0.331288344,0,0,1,1,0,0,8,-10,8
Scene 2854,0.95505618,0,0.440721531,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,1,0.37254902,0.449438202,0.058823529,0.97979798,0.653061224,0.947368421,0,0.727186056,0.300613497,0,0,1,0,0,0,8,-10,10
Scene 2855,0.943820225,1,0.228901325,0.5,0,1,0.5,0,1,0,0,0,0.5,0.5,0,0.901960784,0.685393258,0.921568627,0.070707071,0.06122449,0.368421053,1,0.553325741,0.441717791,0,0,1,0,1,0,-2,-10,10
Scene 2856,0,1,0.758058803,0.5,1,1,0.5,0.5,0,1,0,0.5,0.5,1,0,0.31372549,0.91011236,0.745098039,0.04040404,0.244897959,0.052631579,1,0.066465369,0.597137014,0,0,0,0,0,0,-2,-10,10
Scene 2857,0.898876404,1,0.125358835,0.5,0,0.5,0,0.5,1,0.5,1,0,1,0.5,0,0.960784314,0.303370787,0.470588235,0.757575758,0.448979592,0.578947368,1,0.955216589,0.63394683,0,0,1,0,1,1,10,10,10
Scene 2858,0.865168539,1,0.904216251,0.5,0,0,0,0.5,0,0,0.5,0.5,1,0,1,0.549019608,0.370786517,0.647058824,0.070707071,0.244897959,0.842105263,1,0.815121776,0.836400818,0,0,0,1,1,0,-2,-10,10
Scene 2859,0.797752809,1,0.397210382,0.5,0,0.5,0.5,0.5,1,0.5,0.5,0.5,1,0.5,1,0.156862745,0.93258427,0.37254902,0.393939394,0.755102041,0.736842105,1,0.961960521,0.770961145,0,0,1,1,1,1,-2,10,10
Scene 2860,0.550561798,1,0.747163247,0.5,0,0.5,0.5,0.5,1,0.5,1,0.5,0.5,0.5,0.5,0.921568627,0.93258427,0.137254902,0.96969697,0.326530612,0.105263158,1,0.149072198,0.891615542,0,0,0,1,0,0,10,-10,8
Scene 2861,0.617977528,1,0.887809909,1,1,0.5,1,1,1,0.5,0.5,0,0.5,0.5,0,0.470588235,0.505617978,0.431372549,0.898989899,0.102040816,0.526315789,1,0.10560668,0.654396728,0,0,0,1,1,0,10,-10,8
Scene 2862,0.06741573,1,0.518404098,1,1,0.5,0.5,0.5,0,0.5,1,0,0.5,0.5,0.5,0.333333333,0.033707865,0.764705882,0.535353535,0.020408163,0.526315789,1,0.006841204,0.63803681,0,0,1,0,1,0,-2,-10,10
Scene 2863,0.123595506,1,0.524694713,0.5,0.5,0.5,0,0.5,0.5,1,0.5,0.5,0.5,0,1,0.470588235,0.415730337,0.68627451,0.181818182,0.714285714,0.157894737,1,0.975441273,0.198364008,0,0,0,1,1,1,10,10,10
Scene 2864,0.112359551,0,0.762406565,1,0.5,0,0.5,1,0.5,1,0.5,1,0.5,1,0.5,0.470588235,0.516853933,0.745098039,0.98989899,0.653061224,0.631578947,0,0.521346408,0.623721881,0,0,1,1,0,0,10,-10,8
Scene 2865,0.033707865,1,0.429273314,0.5,0.5,0.5,0.5,0.5,1,0.5,0,0.5,0,0.5,0.5,0.549019608,0.011235955,0.254901961,0.333333333,0.428571429,0.736842105,1,0.636667588,0.666666667,0,0,1,1,0,0,8,-10,8
Scene 2866,0.741573034,0,0.754654621,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.843137255,0.202247191,0.803921569,0.363636364,0.489795918,0.578947368,0,0.130778492,0.190184049,0,0,1,1,1,1,-2,10,10
Scene 2867,0.146067416,0,0.806512066,1,1,0.5,1,1,0.5,0.5,0.5,0,0,0.5,0.5,0.431372549,0.797752809,0.666666667,0.545454545,0.306122449,0.263157895,0,0.649517304,0.754601227,0,0,0,1,0,1,10,10,8
Scene 2868,0.382022472,0,0.929579441,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0.5,0.5,0.5,1,0.745098039,0.213483146,0.294117647,0.666666667,0.224489796,0.736842105,0,0.155847369,0.063394683,0,0,0,0,0,0,10,-10,10
Scene 2869,0.617977528,1,0.667806812,0.5,0.5,0.5,0,0.5,0.5,0.5,1,1,0.5,0.5,1,0.509803922,0.370786517,0.352941176,0.535353535,0.06122449,0.263157895,1,0.880798974,0.431492843,0,0,0,0,1,0,8,-10,10
Scene 2870,0.348314607,0,0.646963235,0.5,0.5,0,1,0.5,0.5,0.5,1,0.5,0.5,0.5,1,0.666666667,0.820224719,0.058823529,0.666666667,0.979591837,0,0,0.868173683,0.251533742,0,0,1,1,0,1,10,10,8
Scene 2871,1,0,0.792503037,0.5,1,0.5,0.5,0.5,1,0.5,0.5,0,1,0.5,0.5,0.960784314,0.078651685,0.529411765,0.737373737,0.469387755,0,0,0.32855506,0.251533742,0,0,0,0,0,0,-2,-10,10
Scene 2872,0.505617978,1,0.144097629,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.058823529,0.988764045,0.450980392,0.464646465,0.081632653,0.789473684,1,0.757757448,0.758691207,0,0,0,0,0,0,10,-10,10
Scene 2873,0.640449438,1,0.399264621,0,0.5,0.5,0,1,0.5,0.5,0,1,0.5,0.5,0,0.333333333,0.91011236,0.843137255,0.858585859,0.714285714,0.578947368,1,0.432392366,0.865030675,0,0,0,1,1,1,-2,-10,10
Scene 2874,0.123595506,1,0.678470617,0,0.5,1,0.5,1,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0.561797753,0.411764706,0.777777778,0.040816327,0.736842105,1,0.017813147,0.3599182,0,0,0,0,1,0,10,-10,10
Scene 2875,0.146067416,1,0.800121431,0.5,0,0.5,0.5,0.5,0.5,0.5,1,0.5,1,0.5,1,0.019607843,0.584269663,0.647058824,0.939393939,0.428571429,0.684210526,1,0.414363617,0.558282209,0,0,0,1,0,1,10,10,8
Scene 2876,0.662921348,1,0.345819108,0.5,0.5,0.5,0,0,0.5,0,0,0.5,0.5,0,0.5,0.588235294,0.865168539,0.843137255,0.050505051,0.469387755,0.947368421,1,0.087597043,0.899795501,0,0,1,0,1,1,10,-10,10
Scene 2877,0.337078652,1,0.404485954,0.5,0.5,0.5,0,0.5,0.5,1,0,1,0.5,1,0,0.784313725,0.494382022,0.823529412,0.656565657,0.428571429,0.684210526,1,0.623693766,0.783231084,0,0,0,1,1,0,8,-10,10
Scene 2878,0.011235955,1,0.871948003,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.529411765,0.101123596,0.019607843,0.606060606,0.959183673,1,1,0.696742247,0.766871166,0,0,0,1,0,1,10,10,8
Scene 2879,0.101123596,0,0.737193501,0.5,0.5,1,0.5,0,0.5,1,1,0,0.5,0.5,0.5,0.882352941,0.269662921,0.725490196,0.434343434,0.244897959,0.631578947,0,0.227502581,0.014314928,0,0,0,0,0,1,10,-2,10
Scene 2880,0.146067416,0,0.916742163,0.5,0.5,0.5,0.5,0.5,0.5,1,0,0.5,0.5,1,0.5,0.901960784,0.213483146,0.196078431,0.838383838,0.020408163,0.631578947,0,0.996571739,0.797546012,0,0,1,1,1,0,10,-10,10
Scene 2881,0.280898876,0,0.182611975,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,1,0.5,0.392156863,0.584269663,0.235294118,0.545454545,0.204081633,0.789473684,0,0.53206183,0.460122699,0,0,1,0,1,1,8,-10,10
Scene 2882,0.606741573,1,0.327474811,0.5,0.5,0.5,0,0.5,0.5,0.5,1,0.5,0.5,0.5,1,0.411764706,1,0.31372549,0.060606061,1,1,1,0.354660652,0.811860941,0,0,0,1,1,0,8,-10,10
Scene 2883,0.797752809,0,0.328348633,1,0.5,1,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0.5,1,0.741573034,0.823529412,0.151515152,0.040816327,0.052631579,0,0.820904184,0.18404908,0,0,1,1,1,1,-2,10,10
Scene 2884,0.483146067,0,0.000398029,0.5,0,1,1,0.5,0,0.5,1,0.5,1,0,1,0.882352941,0.808988764,0.294117647,0.545454545,0.285714286,0.526315789,0,0.869945518,0.472392638,0,0,0,1,1,0,-2,-10,10
Scene 2885,0.393258427,1,0.709692188,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.352941176,0.134831461,0.823529412,0.828282828,0.448979592,0.631578947,1,0.879363,0.693251534,0,0,1,1,1,0,10,-10,10
Scene 2886,0.707865169,1,0.448103152,0.5,0,0.5,1,1,1,1,1,0.5,1,1,1,0.431372549,0.247191011,0.352941176,0.878787879,0.714285714,0.421052632,1,0.341958223,0.838445808,0,0,0,0,0,1,-2,10,10
Scene 2887,0.06741573,0,0.457979468,0,1,0.5,1,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.37254902,0.06741573,0.078431373,0.888888889,0.551020408,0.842105263,0,0.963603666,0.45398773,0,0,0,0,0,1,10,10,10
Scene 2888,0.573033708,0,0.674607768,0,0.5,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0.5,0.68627451,0.898876404,0.980392157,0.818181818,0.020408163,0.842105263,0,0.940694758,0.45194274,0,0,1,0,1,1,10,10,10
Scene 2889,0.91011236,1,0.815484485,0.5,0.5,1,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.784313725,0.224719101,0.039215686,0.131313131,0.040816327,0.315789474,1,0.758818546,0.343558282,0,0,0,0,1,1,-2,10,10
Scene 2890,0.887640449,0,0.035093305,1,0.5,0.5,0.5,0,0.5,0.5,0.5,1,0.5,0.5,0.5,0.078431373,0.415730337,0.058823529,0.909090909,0.183673469,0.789473684,0,0.341339101,0.959100204,0,0,0,1,0,0,-2,-10,8
Scene 2891,0.370786517,1,0.027217597,0,1,0.5,1,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.725490196,0.033707865,0.568627451,0.383838384,0.367346939,1,1,0.748914171,0.030674847,0,0,1,0,0,1,10,10,10
Scene 2892,0.97752809,0,0.531609252,0.5,0.5,1,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0.5,1,0.056179775,0.803921569,0.212121212,0.530612245,0.684210526,0,0.558342539,0.294478528,0,0,0,0,1,0,10,-10,10
Scene 2893,0.696629213,0,0.585703963,0,0,0.5,1,0,1,0.5,0.5,0.5,1,0.5,0,0.568627451,0.033707865,0.274509804,0.727272727,0.469387755,0.263157895,0,0.522927106,0.521472393,0,0,0,1,1,0,10,-10,10
Scene 2894,0.157303371,0,0.4302891,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.568627451,0.775280899,0.549019608,0.060606061,0.959183673,0.526315789,0,0.098023947,0.621676892,0,0,1,0,0,0,10,-10,10
Scene 2895,0.786516854,1,0.580168061,0.5,0.5,0.5,0,1,0.5,0.5,0.5,0.5,0.5,0.5,0,0.215686275,0.595505618,0.254901961,0.616161616,0.306122449,0.263157895,1,0.934218735,0.582822086,0,0,0,1,0,0,8,-10,8
Scene 2896,0.696629213,0,0.971641629,1,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0.5,0.5,0.5,0.843137255,0.764044944,0.117647059,0.939393939,0.285714286,0.526315789,0,0.594212042,0.90593047,0,0,0,0,0,0,-2,-10,10
Scene 2897,0.528089888,0,0.958754058,1,0.5,1,0.5,1,0.5,0.5,0.5,1,0.5,0,0.5,0.823529412,0.539325843,0.176470588,0.414141414,0.020408163,0.842105263,0,0.905071625,0.069529652,0,0,1,1,1,1,-2,10,10
Scene 2898,0.078651685,0,0.473499902,1,0.5,0,0.5,0,0.5,1,1,0,0.5,1,0,0.431372549,0.011235955,0.490196078,0.171717172,0.693877551,0.157894737,0,0.650783053,0.167689162,0,0,0,0,1,0,10,-10,8
