Scene no.,oil_spill_size,evaporation_and_natural_disperson,persistence,oil_amount_to_recover,E_ss,E_sl,E_sw,E_sb,sufficient_mixing_energy,seasurface,seawater,Rtime_ss,Rtime_sw,E_ssC,E_slC,E_swC,E_sbC,soot_pollution,residue_recovery,displacement,E_ssI,E_slI,E_swI,E_sbI,water_temp,wind,air_temp,ice,oil_density,oil_viscosity,oil_amount_to_recover.1,displacement.1,retaining_capacity,shoreline_length,distance_to_inhabitation,mcr_DT_output,cdu_DT_output,isb_DT_output
Scene 2781,MEDIUM,96,1,0.964614391,0,0,0,-1,no,Large,Large,Short,Short,0,0,0,0,NO soot pollution,yes,no,0,0,0,-1,-34,21,-44,60,13,19,0.964614391,no,1,1.249753925,247,Consider ,Not recommended ,OK 
Scene 2782,LARGE,61,1,1.895029664,0,0,0,-1,yes,Large,Large,Short,Short,0,0,0,-1,YES soot pollution,yes,no,0,0,0,1,-8,90,-21,12,49,14,1.895029664,no,1,2.439936674,318,OK ,Not recommended ,Consider 
Scene 2783,MEDIUM,43,1,1.946731567,-1,-1,0,1,yes,Large,Large,Short,Short,-1,1,1,1,NO soot pollution,no,yes,-1,1,-1,-1,-25,23,-34,41,20,7,1.946731567,yes,1,2.325963416,193,OK ,Unknown,OK 
Scene 2784,MEDIUM,43,0,1.419991374,-1,0,0,0,no,Large,Large,Short,Short,-1,0,0,0,YES soot pollution,no,yes,-1,0,-1,0,-4,54,-43,7,11,7,1.419991374,yes,0,4.812350755,212,OK ,Not recommended ,Consider 
Scene 2785,MEDIUM,61,0,1.492950678,-1,0,1,-1,no,Large,Large,Short,Short,-1,1,1,0,YES soot pollution,no,no,0,1,1,1,-22,59,-21,66,37,13,1.492950678,no,0,3.581856809,466,Unknown,Not recommended ,Consider 
Scene 2786,MEDIUM,70,1,1.339189053,0,1,0,1,yes,Large,Large,Short,Short,0,1,0,-1,YES soot pollution,no,yes,0,0,0,-1,-49,32,-17,69,11,8,1.339189053,yes,1,1.043240957,481,Unknown,Not recommended ,OK 
Scene 2787,MEDIUM,63,1,1.625325084,0,0,0,0,yes,Large,Large,Short,Short,0,0,1,0,NO soot pollution,no,no,0,0,-1,0,-42,49,-44,5,43,15,1.625325084,no,1,1.469670719,52,Consider ,OK ,OK 
Scene 2788,SMALL,97,0,0.404943973,0,0,-1,0,yes,Large,Large,Short,Short,0,0,0,-1,NO soot pollution,no,no,0,0,-1,-1,-2,61,-23,18,31,14,0.404943973,no,0,1.428071163,181,Unknown,Not recommended ,OK 
Scene 2789,SMALL,19,0,1.152449012,-1,-1,1,0,no,Large,Large,Short,Short,-1,-1,0,0,NO soot pollution,yes,yes,-1,-1,-1,0,-38,88,-50,50,19,17,1.152449012,yes,0,3.605712101,58,Unknown,Not recommended ,Unknown
Scene 2790,SMALL,46,1,0.929118812,0,0,1,0,no,Large,Large,Short,Short,0,0,0,0,NO soot pollution,yes,no,-1,0,0,0,-27,19,-34,45,41,8,0.929118812,no,1,2.451358261,285,Unknown,Not recommended ,OK 
Scene 2791,SMALL,38,0,0.905606508,0,0,0,1,no,Large,Large,Short,Short,-1,-1,0,0,NO soot pollution,yes,no,0,-1,0,0,-5,44,0,42,39,14,0.905606508,no,0,2.572653792,190,Consider ,Not recommended ,OK 
Scene 2792,SMALL,58,0,1.557453513,0,-1,0,0,no,Large,Large,Short,Short,0,0,0,0,NO soot pollution,yes,no,0,-1,-1,0,-40,43,-17,53,16,19,1.557453513,no,0,2.322922796,257,Unknown,Not recommended ,OK 
Scene 2793,SMALL,11,0,0.54059118,0,0,1,1,yes,Large,Large,Short,Short,0,1,1,-1,NO soot pollution,no,yes,0,1,1,0,-24,45,-46,10,48,20,0.54059118,yes,0,1.030866847,273,Unknown,Not recommended ,OK 
Scene 2794,MEDIUM,43,0,0.446025908,0,0,0,0,yes,Large,Large,Short,Short,1,0,0,0,YES soot pollution,no,no,0,0,0,0,-24,85,-44,81,5,9,0.446025908,no,0,1.655392285,361,OK ,OK ,Consider 
Scene 2795,SMALL,72,0,1.56847167,0,1,0,-1,yes,Large,Large,Short,Short,0,0,0,1,NO soot pollution,no,yes,0,-1,0,1,-5,54,-46,7,16,7,1.56847167,yes,0,4.550778064,222,Unknown,OK ,OK 
Scene 2796,MEDIUM,72,0,0.554603755,0,0,0,0,no,Large,Large,Short,Short,1,1,0,0,YES soot pollution,yes,yes,-1,0,0,0,-12,21,-31,54,11,13,0.554603755,yes,0,3.388468595,167,Consider ,Not recommended ,OK 
Scene 2797,SMALL,30,1,0.972004056,0,0,0,0,yes,Large,Large,Short,Short,0,1,1,-1,YES soot pollution,no,yes,0,-1,-1,-1,-6,18,-1,84,29,21,0.972004056,yes,1,4.759763161,103,Consider ,Not recommended ,OK 
Scene 2798,SMALL,69,1,1.65776813,0,0,-1,0,yes,Large,Large,Short,Short,0,-1,0,-1,YES soot pollution,yes,yes,0,0,-1,1,-47,69,-20,31,22,12,1.65776813,yes,1,4.094722724,54,Unknown,Not recommended ,OK 
Scene 2799,SMALL,22,1,0.645057559,0,0,-1,0,yes,Large,Large,Short,Short,-1,0,-1,1,YES soot pollution,yes,no,-1,1,1,-1,-12,66,-29,85,3,5,0.645057559,no,1,2.529883327,218,Unknown,Unknown,Consider 
Scene 2800,LARGE,52,0,0.718707025,-1,0,0,1,no,Large,Large,Short,Short,0,0,0,-1,YES soot pollution,yes,yes,1,0,0,1,-50,29,-42,26,33,17,0.718707025,yes,0,2.032035172,303,OK ,Not recommended ,OK 
Scene 2801,LARGE,99,0,1.311311126,0,0,0,0,yes,Large,Large,Short,Short,0,0,1,0,YES soot pollution,no,no,0,0,0,0,-49,72,-46,73,30,6,1.311311126,no,0,4.810806704,177,OK ,OK ,Consider 
Scene 2802,SMALL,75,1,0.631538451,1,0,0,0,yes,Large,Large,Short,Short,-1,0,-1,-1,YES soot pollution,no,yes,-1,0,1,1,-40,77,-3,93,23,8,0.631538451,yes,1,3.414298044,446,Unknown,Not recommended ,Unknown
Scene 2803,MEDIUM,51,0,1.073954344,0,0,0,0,yes,Large,Large,Short,Short,0,1,0,0,NO soot pollution,yes,no,0,-1,1,0,-12,97,-38,41,43,18,1.073954344,no,0,2.178417792,193,Go to next season ,OK ,OK 
Scene 2804,SMALL,23,0,0.108292393,0,-1,1,0,no,Large,Large,Short,Short,1,-1,1,0,YES soot pollution,no,yes,1,0,0,0,-32,53,-31,54,10,20,0.108292393,yes,0,1.201880411,202,Unknown,Not recommended ,OK 
Scene 2805,SMALL,99,1,0.985708952,1,0,-1,-1,no,Large,Large,Short,Short,1,0,-1,0,NO soot pollution,no,yes,0,0,-1,1,-7,83,-20,62,48,8,0.985708952,yes,1,2.14073279,187,Unknown,Not recommended ,OK 
Scene 2806,LARGE,28,1,1.014366269,-1,-1,0,-1,yes,Large,Large,Short,Short,-1,0,1,-1,YES soot pollution,no,yes,-1,1,1,-1,-44,18,-10,45,10,7,1.014366269,yes,1,3.518919696,68,OK ,Not recommended ,OK 
Scene 2807,MEDIUM,85,0,1.631300449,1,0,0,0,no,Large,Large,Short,Short,-1,0,0,0,YES soot pollution,yes,yes,-1,0,0,0,-40,84,-22,99,20,6,1.631300449,yes,0,2.646914562,37,Unknown,Not recommended ,OK 
Scene 2808,LARGE,52,1,1.674698591,0,1,0,-1,yes,Small,Large,Short,Short,0,0,0,0,YES soot pollution,no,yes,0,0,0,1,-44,39,-24,96,25,3,1.674698591,yes,1,3.017198343,412,OK ,OK ,OK 
Scene 2809,SMALL,39,0,1.230398178,1,0,1,-1,yes,Large,Large,Short,Short,0,0,0,0,YES soot pollution,yes,no,0,0,0,0,-7,48,-15,93,15,21,1.230398178,no,0,2.100059276,107,Unknown,OK ,Consider 
Scene 2810,SMALL,94,0,1.114843249,0,0,0,0,yes,Large,Large,Short,Short,0,0,0,0,NO soot pollution,yes,yes,0,0,0,0,-16,80,-41,89,30,14,1.114843249,yes,0,3.121969532,94,Go to next season ,OK ,OK 
Scene 2811,LARGE,78,0,1.918067217,0,-1,0,0,yes,Large,Large,Short,Short,0,1,0,0,YES soot pollution,yes,yes,0,0,0,0,-7,25,-15,42,41,8,1.918067217,yes,0,2.916998597,181,OK ,OK ,OK 
Scene 2812,MEDIUM,16,1,0.20181486,0,0,0,0,yes,Large,Large,Short,Short,0,0,0,0,NO soot pollution,no,no,0,0,0,0,-39,40,-20,11,12,13,0.20181486,no,1,3.649644557,315,OK ,OK ,OK 
Scene 2813,MEDIUM,56,1,0.282431006,-1,0,0,0,no,Large,Large,Short,Short,0,0,0,-1,YES soot pollution,yes,no,0,0,0,0,-25,70,-28,37,25,7,0.282431006,no,1,3.685910975,383,Unknown,Not recommended ,Consider 
Scene 2814,LARGE,29,1,0.972204089,0,0,-1,0,no,Large,Large,Short,Short,0,0,-1,-1,NO soot pollution,yes,yes,0,0,-1,1,-39,71,-10,19,19,4,0.972204089,yes,1,3.509466359,127,OK ,Not recommended ,OK 
Scene 2815,SMALL,69,0,0.250794351,0,-1,0,-1,no,Large,Small,Short,Short,-1,0,1,0,YES soot pollution,yes,no,-1,1,0,-1,-7,43,-33,9,0,13,0.250794351,no,0,3.517881609,357,Unknown,Not recommended ,Consider 
Scene 2816,LARGE,53,0,0.350061566,0,0,0,1,no,Large,Large,Short,Short,0,0,0,1,YES soot pollution,yes,yes,0,0,0,1,-9,30,-30,52,42,5,0.350061566,yes,0,4.012182285,447,OK ,Not recommended ,OK 
Scene 2817,LARGE,30,1,0.674208522,0,0,1,0,no,Large,Large,Short,Short,0,0,1,1,NO soot pollution,yes,no,0,0,-1,1,-31,90,-48,79,48,21,0.674208522,no,1,4.025847799,124,OK ,Not recommended ,OK 
Scene 2818,MEDIUM,46,0,0.958513081,1,0,0,0,no,Large,Large,Short,Short,1,0,0,0,NO soot pollution,no,no,1,0,0,0,-38,96,-31,42,33,18,0.958513081,no,0,3.797601199,385,OK ,Not recommended ,OK 
Scene 2819,LARGE,60,0,0.913799286,-1,0,0,0,no,Large,Large,Short,Short,1,0,0,0,NO soot pollution,yes,no,-1,0,0,0,-2,75,-25,94,16,16,0.913799286,no,0,3.535789657,217,OK ,Not recommended ,OK 
Scene 2820,LARGE,22,0,0.898054421,0,0,1,0,yes,Large,Large,Short,Short,0,0,-1,0,NO soot pollution,yes,yes,0,0,-1,0,-16,92,-5,28,32,3,0.898054421,yes,0,2.232947744,134,OK ,Not recommended ,OK 
Scene 2821,LARGE,82,0,0.565074205,-1,0,-1,1,no,Large,Large,Short,Short,1,0,-1,1,NO soot pollution,no,no,-1,0,1,0,-2,94,-1,54,9,2,0.565074205,no,0,2.575619752,85,OK ,Not recommended ,Unknown
Scene 2822,LARGE,61,0,1.44715488,0,0,1,0,no,Large,Large,Short,Short,0,0,0,0,YES soot pollution,no,yes,0,0,-1,0,-15,84,-18,84,29,10,1.44715488,yes,0,2.568624739,496,OK ,Not recommended ,OK 
Scene 2823,MEDIUM,25,1,1.392819643,-1,0,0,0,no,Large,Large,Short,Short,-1,0,0,-1,NO soot pollution,yes,yes,-1,0,0,0,-24,47,0,95,21,12,1.392819643,yes,1,3.871681108,408,OK ,Not recommended ,OK 
Scene 2824,SMALL,80,1,0.675180852,1,1,0,-1,no,Large,Large,Short,Short,0,0,0,-1,YES soot pollution,yes,no,-1,0,0,1,-31,45,-43,26,33,21,0.675180852,no,1,3.154334889,422,Unknown,Not recommended ,Consider 
Scene 2825,SMALL,64,0,0.704911113,0,0,-1,0,no,Large,Large,Short,Short,1,0,1,0,NO soot pollution,yes,yes,-1,0,0,0,-18,43,-34,0,37,3,0.704911113,yes,0,2.9708322,92,Unknown,Not recommended ,OK 
Scene 2826,MEDIUM,22,1,1.244878531,-1,1,0,-1,no,Large,Large,Short,Short,1,0,1,0,NO soot pollution,yes,no,-1,0,0,0,-39,49,-5,69,33,13,1.244878531,no,1,4.945528456,15,OK ,Not recommended ,OK 
Scene 2827,MEDIUM,34,0,0.696072161,0,0,0,0,no,Large,Large,Short,Short,0,1,0,-1,YES soot pollution,yes,no,0,1,0,0,-50,33,-45,5,20,16,0.696072161,no,0,3.935900094,469,OK ,Not recommended ,Consider 
Scene 2828,LARGE,26,0,1.976720333,0,-1,-1,0,yes,Large,Large,Short,Short,0,-1,1,0,NO soot pollution,yes,no,0,1,0,0,-32,99,-30,1,31,12,1.976720333,no,0,1.15815598,344,OK ,OK ,OK 
Scene 2829,MEDIUM,50,1,1.097824931,1,0,0,-1,yes,Large,Large,Short,Short,1,0,0,1,NO soot pollution,no,no,-1,0,0,-1,-30,18,-32,82,42,11,1.097824931,no,1,3.362575256,85,OK ,OK ,Consider 
Scene 2830,MEDIUM,91,1,1.494298935,-1,-1,0,-1,yes,Large,Large,Short,Short,-1,-1,0,1,NO soot pollution,no,yes,1,0,0,1,-8,25,-6,63,6,6,1.494298935,yes,1,3.320323825,134,Unknown,Unknown,OK 
Scene 2831,MEDIUM,46,0,0.400836557,0,-1,-1,1,yes,Large,Large,Short,Short,0,0,0,1,NO soot pollution,yes,yes,0,-1,1,-1,-39,93,-46,58,42,5,0.400836557,yes,0,2.790085318,379,OK ,OK ,OK 
Scene 2832,MEDIUM,49,1,0.40890646,0,0,0,-1,yes,Large,Large,Short,Short,0,-1,0,0,YES soot pollution,no,yes,0,-1,0,0,-48,91,1,68,17,14,0.40890646,yes,1,3.203940594,313,OK ,OK ,OK 
Scene 2833,MEDIUM,57,0,0.776443899,0,1,0,1,yes,Large,Large,Short,Short,-1,0,0,-1,NO soot pollution,yes,yes,1,-1,0,0,-12,99,-40,56,49,19,0.776443899,yes,0,2.835634898,337,Unknown,Not recommended ,OK 
Scene 2834,SMALL,82,1,0.138667956,0,0,0,1,yes,Large,Large,Short,Short,0,-1,0,1,NO soot pollution,no,yes,0,1,0,1,-33,51,-2,26,45,2,0.138667956,yes,1,4.970691135,294,Consider ,OK ,OK 
Scene 2835,MEDIUM,89,0,0.788216054,0,0,0,0,yes,Large,Large,Short,Short,0,0,0,0,YES soot pollution,yes,yes,0,0,0,0,-44,57,-1,0,41,16,0.788216054,yes,0,4.942570941,287,Consider ,OK ,OK 
Scene 2836,SMALL,85,1,1.046873331,0,-1,0,-1,yes,Large,Large,Short,Short,0,1,1,1,YES soot pollution,no,yes,0,0,1,1,-40,66,-24,7,31,18,1.046873331,yes,1,3.37233564,34,Unknown,OK ,OK 
Scene 2837,MEDIUM,59,0,1.554852009,1,0,0,0,yes,Large,Large,Short,Short,-1,0,0,0,NO soot pollution,no,yes,1,0,0,0,-49,74,-11,27,1,10,1.554852009,yes,0,1.923002244,22,Unknown,OK ,OK 
Scene 2838,MEDIUM,68,0,0.948945165,0,0,0,1,yes,Large,Large,Short,Short,0,0,0,0,YES soot pollution,yes,no,0,0,0,-1,-19,34,-9,31,37,4,0.948945165,no,0,3.93975562,120,Consider ,OK ,Consider 
Scene 2839,LARGE,59,0,1.445836067,0,0,-1,0,yes,Large,Large,Short,Short,-1,0,1,0,NO soot pollution,no,no,1,0,0,0,-29,15,-24,90,22,17,1.445836067,no,0,1.434888102,97,OK ,Unknown,OK 
Scene 2840,MEDIUM,50,1,0.136548862,0,1,1,1,yes,Large,Large,Short,Short,0,0,-1,1,YES soot pollution,yes,yes,0,1,-1,-1,-1,12,-5,37,23,6,0.136548862,yes,1,1.909245058,368,OK ,Not recommended ,OK 
Scene 2841,LARGE,33,0,0.537768602,0,1,0,0,no,Large,Large,Short,Short,0,-1,0,0,NO soot pollution,no,no,0,1,0,0,-38,83,-21,84,47,11,0.537768602,no,0,1.974625807,324,OK ,Not recommended ,OK 
Scene 2842,SMALL,68,1,0.954383016,0,-1,1,1,no,Large,Large,Short,Short,0,1,0,0,YES soot pollution,no,yes,0,0,-1,1,-13,64,-4,15,13,21,0.954383016,yes,1,2.509298497,124,Unknown,Not recommended ,OK 
Scene 2843,SMALL,26,1,0.429554999,-1,0,0,0,yes,Large,Large,Short,Short,-1,0,0,1,YES soot pollution,no,no,0,0,0,0,-31,20,-25,23,11,2,0.429554999,no,1,2.554192849,80,Unknown,Unknown,Consider 
Scene 2844,SMALL,36,0,0.462789595,0,0,0,1,yes,Large,Large,Short,Short,1,0,0,1,NO soot pollution,yes,no,0,0,0,0,-12,86,-11,35,18,20,0.462789595,no,0,4.828345485,147,Consider ,OK ,OK 
Scene 2845,LARGE,47,1,1.510751009,0,1,1,1,yes,Large,Large,Short,Short,0,0,-1,-1,NO soot pollution,yes,no,0,0,0,1,-3,73,-46,47,40,9,1.510751009,no,1,3.448535962,410,OK ,Not recommended ,OK 
Scene 2846,SMALL,44,1,0.928711116,0,1,0,1,yes,Large,Large,Short,Short,0,-1,0,-1,YES soot pollution,no,no,0,1,-1,0,-27,28,-16,72,49,17,0.928711116,no,1,1.052918643,371,Unknown,Not recommended ,Consider 
Scene 2847,SMALL,59,1,1.243815064,1,1,0,0,yes,Large,Large,Short,Short,0,1,0,0,NO soot pollution,yes,no,1,0,0,1,-5,73,-12,47,24,11,1.243815064,no,1,2.758736849,276,Unknown,OK ,OK 
Scene 2848,MEDIUM,30,0,1.305613875,0,0,0,0,no,Large,Large,Short,Short,0,0,0,0,NO soot pollution,yes,yes,0,0,0,0,-32,34,-12,89,26,16,1.305613875,yes,0,3.866470364,124,OK ,Not recommended ,OK 
Scene 2849,SMALL,77,1,0.223540723,0,0,0,-1,no,Large,Large,Short,Short,0,0,-1,-1,NO soot pollution,no,yes,0,0,1,-1,-18,91,-26,57,47,14,0.223540723,yes,1,4.043518069,176,Consider ,Not recommended ,OK 
Scene 2850,LARGE,41,0,1.399725437,0,0,-1,0,no,Large,Large,Short,Short,0,0,0,0,YES soot pollution,no,yes,0,0,0,0,-13,33,-25,55,6,5,1.399725437,yes,0,3.167831638,455,OK ,Not recommended ,OK 
Scene 2851,MEDIUM,54,0,1.637681961,0,0,0,1,no,Large,Large,Short,Short,0,0,0,0,NO soot pollution,no,yes,0,0,0,-1,-2,36,-35,46,6,17,1.637681961,yes,0,1.063693556,87,Go to next season ,Not recommended ,OK 
Scene 2852,MEDIUM,52,1,1.844199896,-1,-1,-1,1,yes,Large,Large,Short,Short,-1,0,0,0,NO soot pollution,yes,no,1,0,0,0,-6,51,-24,9,16,11,1.844199896,no,1,2.674616318,343,Unknown,OK ,OK 
Scene 2853,SMALL,60,1,1.868002892,0,0,0,-1,no,Large,Large,Short,Short,0,0,0,0,YES soot pollution,yes,no,0,0,0,0,-30,95,-49,87,8,5,1.868002892,no,1,4.147434539,172,Consider ,Not recommended ,Consider 
Scene 2854,MEDIUM,95,0,0.937225819,0,0,0,0,no,Large,Large,Short,Short,0,0,0,-1,NO soot pollution,yes,no,0,0,0,1,-31,50,-47,97,32,20,0.937225819,no,0,3.90883923,157,Consider ,Not recommended ,OK 
Scene 2855,SMALL,94,1,0.535064638,0,-1,1,0,no,Large,Large,Short,Short,-1,1,-1,-1,NO soot pollution,yes,yes,-1,0,0,-1,-4,71,-3,7,3,9,0.535064638,yes,1,3.213668939,226,Unknown,Not recommended ,OK 
Scene 2856,SMALL,10,1,1.53972137,0,1,1,0,no,Large,Large,Short,Short,0,-1,1,-1,NO soot pollution,no,no,0,0,1,-1,-34,91,-12,4,12,3,1.53972137,no,1,1.266986236,302,Unknown,Not recommended ,OK 
Scene 2857,LARGE,90,1,0.338479191,0,-1,0,-1,yes,Large,Large,Short,Short,0,1,0,1,NO soot pollution,yes,yes,-1,1,0,-1,-1,37,-26,75,22,13,0.338479191,yes,1,4.82060597,320,OK ,OK ,OK 
Scene 2858,SMALL,87,1,1.817215443,0,-1,-1,-1,no,Large,Large,Short,Short,0,-1,-1,0,YES soot pollution,no,yes,0,1,-1,1,-22,43,-17,7,12,18,1.817215443,yes,1,4.260445059,419,Unknown,Not recommended ,OK 
Scene 2859,MEDIUM,81,1,0.854615688,0,-1,0,0,yes,Large,Large,Short,Short,0,1,0,0,YES soot pollution,yes,yes,0,1,0,1,-42,93,-31,39,37,16,0.854615688,yes,1,4.847571187,387,Unknown,OK ,OK 
Scene 2860,LARGE,59,1,1.519035101,0,-1,0,0,no,Large,Large,Short,Short,0,1,0,1,YES soot pollution,no,no,0,0,0,0,-3,93,-43,96,16,4,1.519035101,no,1,1.597284809,446,OK ,Not recommended ,Consider 
Scene 2861,LARGE,65,1,1.786066413,1,1,0,1,no,Large,Large,Short,Short,1,1,0,0,YES soot pollution,no,yes,-1,0,0,-1,-26,55,-28,89,5,12,1.786066413,yes,1,1.42349048,330,OK ,Not recommended ,Consider 
Scene 2862,SMALL,16,1,1.084713697,1,1,0,0,no,Large,Large,Short,Short,0,-1,0,1,NO soot pollution,yes,yes,-1,0,0,0,-33,13,-11,53,1,12,1.084713697,yes,1,1.028582502,322,Unknown,Not recommended ,OK 
Scene 2863,LARGE,21,1,1.096657038,0,0,0,-1,yes,Large,Large,Short,Short,0,0,1,0,YES soot pollution,no,yes,0,0,-1,1,-26,47,-15,18,35,5,1.096657038,yes,1,4.901473187,107,OK ,OK ,OK 
Scene 2864,MEDIUM,20,0,1.547976017,1,0,-1,0,no,Large,Large,Short,Short,1,0,1,0,YES soot pollution,yes,no,1,0,1,0,-26,56,-12,98,32,14,1.547976017,no,0,3.085801445,315,OK ,Not recommended ,Consider 
Scene 2865,SMALL,13,1,0.91549027,0,0,0,0,no,Large,Large,Short,Short,0,1,0,-1,YES soot pollution,yes,no,0,-1,0,0,-22,11,-37,33,21,16,0.91549027,no,1,3.546906436,336,Consider ,Not recommended ,Consider 
Scene 2866,MEDIUM,76,0,1.5332582,1,0,0,0,yes,Large,Large,Short,Short,0,0,0,0,YES soot pollution,yes,yes,1,0,0,0,-7,28,-9,36,24,13,1.5332582,yes,0,1.524138494,103,Unknown,OK ,OK 
Scene 2867,LARGE,23,0,1.631714582,1,1,0,1,yes,Large,Large,Short,Short,1,0,0,0,YES soot pollution,no,no,-1,-1,0,0,-28,81,-16,54,15,7,1.631714582,no,0,3.598285274,379,OK ,OK ,Consider 
Scene 2868,MEDIUM,44,0,1.865369916,0,0,0,-1,no,Large,Large,Short,Short,0,0,0,-1,NO soot pollution,no,no,0,0,0,1,-12,29,-35,66,11,16,1.865369916,no,0,1.624374933,41,OK ,Not recommended ,OK 
Scene 2869,SMALL,65,1,1.368369222,0,0,0,-1,no,Large,Large,Short,Short,0,0,0,1,NO soot pollution,no,yes,1,0,0,1,-24,43,-32,53,3,7,1.368369222,yes,1,4.523051493,221,Consider ,Not recommended ,OK 
Scene 2870,LARGE,41,0,1.328795671,0,0,-1,1,yes,Large,Large,Short,Short,0,0,0,1,YES soot pollution,yes,no,0,0,0,1,-16,83,-47,66,48,2,1.328795671,no,0,4.472570004,133,OK ,OK ,Consider 
Scene 2871,MEDIUM,99,0,1.605117083,0,1,0,0,no,Large,Large,Short,Short,0,1,0,0,NO soot pollution,no,no,-1,1,0,0,-1,17,-23,73,23,2,1.605117083,no,0,2.314936528,133,Unknown,Not recommended ,OK 
Scene 2872,LARGE,55,1,0.374056607,0,0,0,1,no,Large,Large,Short,Short,0,0,0,0,NO soot pollution,no,no,0,0,-1,0,-47,98,-27,46,4,17,0.374056607,no,1,4.031077154,381,OK ,Not recommended ,OK 
Scene 2873,SMALL,67,1,0.858515859,-1,0,0,-1,yes,Large,Large,Short,Short,1,0,0,-1,YES soot pollution,no,yes,1,0,0,-1,-33,91,-7,85,35,13,0.858515859,yes,1,2.730123917,433,Unknown,Not recommended ,OK 
Scene 2874,MEDIUM,21,1,1.388615489,-1,0,1,0,no,Large,Large,Short,Short,1,0,0,0,NO soot pollution,no,yes,-1,0,0,0,-50,60,-29,77,2,16,1.388615489,yes,1,1.072453176,186,OK ,Not recommended ,OK 
Scene 2875,LARGE,23,1,1.619581342,0,-1,0,0,yes,Large,Large,Short,Short,0,0,0,1,YES soot pollution,no,no,0,1,0,1,-49,62,-17,93,21,15,1.619581342,no,1,2.658037018,283,OK ,OK ,Consider 
Scene 2876,LARGE,69,1,0.757044375,0,0,0,-1,yes,Large,Large,Short,Short,-1,0,-1,-1,NO soot pollution,yes,yes,0,0,-1,0,-20,87,-7,5,23,20,0.757044375,yes,1,1.351480001,450,OK ,Not recommended ,OK 
Scene 2877,SMALL,40,1,0.868429065,0,0,0,-1,no,Large,Large,Short,Short,0,0,1,-1,YES soot pollution,no,yes,1,0,1,-1,-10,54,-8,65,21,15,0.868429065,yes,1,3.495031366,393,Consider ,Not recommended ,OK 
Scene 2878,LARGE,11,1,1.755951047,0,0,1,0,yes,Large,Large,Short,Short,0,0,0,0,YES soot pollution,no,no,0,0,-1,0,-23,19,-49,60,47,21,1.755951047,no,1,3.787111441,385,OK ,OK ,Consider 
Scene 2879,LARGE,19,0,1.500106573,0,0,1,0,yes,Large,Large,Short,Short,-1,0,1,1,NO soot pollution,no,no,-1,0,0,0,-5,34,-13,43,12,14,1.500106573,no,0,1.910884105,17,OK ,Unknown,OK 
Scene 2880,MEDIUM,23,0,1.8409971,0,0,0,0,no,Large,Large,Short,Short,0,0,1,-1,YES soot pollution,yes,yes,0,0,1,0,-4,29,-40,83,1,14,1.8409971,yes,0,4.985962117,400,OK ,Not recommended ,OK 
Scene 2881,SMALL,35,0,0.447179824,0,0,0,0,yes,Large,Large,Short,Short,0,0,-1,0,NO soot pollution,yes,yes,0,0,1,0,-30,62,-38,54,10,17,0.447179824,yes,0,3.128646435,235,Consider ,Not recommended ,OK 
Scene 2882,SMALL,64,1,0.72221595,0,0,0,-1,no,Large,Large,Short,Short,0,0,0,1,YES soot pollution,no,yes,0,0,0,1,-29,99,-34,6,49,21,0.72221595,yes,1,2.419318207,407,Consider ,Not recommended ,OK 
Scene 2883,SMALL,81,0,0.723874986,1,0,1,0,yes,Large,Large,Short,Short,0,-1,-1,0,YES soot pollution,yes,yes,0,0,0,0,1,76,-8,15,2,3,0.723874986,yes,0,4.28356568,100,Unknown,OK ,OK 
Scene 2884,SMALL,53,0,0.101228997,0,-1,1,1,no,Large,Large,Short,Short,0,-1,0,1,YES soot pollution,no,yes,0,1,-1,1,-5,82,-35,54,14,12,0.101228997,yes,0,4.479654583,241,Unknown,Not recommended ,OK 
Scene 2885,MEDIUM,45,1,1.447892666,0,0,0,1,no,Large,Large,Short,Short,0,0,0,0,YES soot pollution,yes,yes,0,0,0,-1,-32,22,-8,82,22,14,1.447892666,yes,1,4.517309835,349,OK ,Not recommended ,OK 
Scene 2886,MEDIUM,73,1,0.95124054,0,-1,0,1,yes,Large,Large,Short,Short,1,1,1,1,NO soot pollution,no,no,0,1,1,1,-28,32,-32,87,35,10,0.95124054,no,1,2.368528289,420,Unknown,OK ,OK 
Scene 2887,MEDIUM,16,0,0.969991684,-1,1,0,1,yes,Large,Large,Short,Short,0,-1,0,0,NO soot pollution,no,no,0,0,0,0,-31,16,-46,88,27,18,0.969991684,no,0,4.854141206,232,OK ,OK ,OK 
Scene 2888,LARGE,61,0,1.381281495,-1,0,-1,0,yes,Large,Large,Short,Short,-1,0,0,0,NO soot pollution,yes,yes,0,0,-1,0,-15,90,0,81,1,18,1.381281495,yes,0,4.762541281,231,OK ,OK ,OK 
Scene 2889,SMALL,91,1,1.64874959,0,0,1,1,yes,Large,Large,Short,Short,0,0,0,1,NO soot pollution,no,yes,0,0,0,0,-10,30,-48,13,2,8,1.64874959,yes,1,4.035319892,178,Unknown,OK ,OK 
Scene 2890,MEDIUM,89,0,0.167101339,1,0,0,0,no,Large,Large,Short,Short,-1,0,0,0,YES soot pollution,no,no,1,0,0,0,-46,47,-47,90,9,17,0.167101339,no,0,2.366052767,479,Unknown,Not recommended ,Consider 
Scene 2891,LARGE,43,1,0.152148545,-1,1,0,1,yes,Large,Large,Short,Short,1,0,0,0,NO soot pollution,yes,no,0,1,0,0,-13,13,-21,38,18,21,0.152148545,no,1,3.995717828,25,OK ,OK ,OK 
